11229510,babykisses,0,1,75,228
11262294,Lee-075843838+hmu,0,1,92,221
11284848,Im+Not+Monster,38,582,6955881,4
11286159,josh1995,0,0,0,300
11291357,Yoshisaur,38,451,5175597,23
11312221,blade95uk,34,1,21,262
11317461,Fritzi2,660,1,98,219
11335777,Demolition,467,300,2163612,51
11336935,HakunaMatata,0,1,961,125
11340197,Sir+Mulles,0,0,0,301
11354869,RobertB58,34,1,234,174
11355124,VIN+DIESEL,0,0,0,302
11363340,BRUNO2135,0,0,0,303
11364013,Old44,0,0,0,304
11374015,deltrotter,0,0,0,305
11378480,P.S.,113,20,114084,84
11378659,Mr.+Purple,352,587,5864174,14
11381254,baaloo,931,0,0,306
11382019,Emanuela+Zidar,522,1,474,149
11382771,leinad+namsirk,1270,1,195,187
11382866,kadilec,0,0,0,307
11385520,jens567,44,1,229,176
11385801,Damir-TZ,0,1,45,245
11386470,Nemlig,0,0,0,308
11386823,JasamTu,587,1,2392,115
11388156,buhteljcek,202,0,0,309
11388962,minjahaa,0,0,0,310
11395166,wedel,34,1,121,212
11396080,ksykor,0,1,186,188
11404621,SWISS-G,0,0,0,311
11407059,tuilaksi2502,0,1,128,206
11407123,pepo1965,807,0,0,312
11407655,fishy,0,1,33,252
11409412,superchai,0,1,2940,114
11414445,noyyoonit,34,0,0,313
11418588,Otis67,0,0,0,314
11434389,KingBoyen,0,0,0,315
11443874,XouZ,52,0,0,316
11445580,caitlyn,0,0,0,317
11448805,Shaflone,0,1,21,263
11449814,CwazyRimulous,467,304,3353366,36
11451740,sir.hans,202,8,19914,97
11454909,Spontaneous+Combustion,0,1,21,264
11457436,Timothy+Mus,38,427,4552859,29
11457623,vossler,52,6,10275,101
11457670,super+mario2,38,501,5180871,21
11457941,bino,0,1,221,178
11458366,yllevante,38,581,6132374,10
11458581,Lite+User,0,1,21,265
11460225,Ohlast+o+Shasm,0,0,0,318
11461343,TILY97,38,327,3485061,34
11461991,IThaITribalwars17,0,1,21,266
11462671,konkan,34,0,0,319
11462697,gugget,52,14,114532,83
11463679,Nobb+von+Nord,52,38,74880,90
11466831,Rickard800,52,52,460556,72
11467949,Henkepenke73,52,12,59644,93
11467998,winettu,0,1,281,169
11468680,medic,0,0,0,320
11469256,BlkWaltzNo3,0,0,0,321
11469311,Volbeat85,13,1,233,177
11470473,Unreliable+Greek+Players,467,539,5913243,12
11471377,Vikings,0,1,21,267
11472362,king+northless,0,0,0,322
11474044,Kung-peter,218,1,133,203
11475029,MiiraK,467,674,6757078,5
11475452,DARK-J,113,117,979191,62
11475491,.XI.,38,429,4487483,30
11476128,Hasse68,52,3,24330,96
11476246,Edmund+Tryge+Klint,660,1,122,210
11476653,dejancar88,0,1,242,171
11478315,Turnisse,38,346,3221831,39
11478963,St%C3%A5lhanske,52,4,12205,99
11479481,jedsplinter51,352,158,1211969,60
11480773,joakim41,1270,1,221,179
11482886,Laredo,52,50,257833,78
11483097,LANT2,0,1,1371,121
11483522,kingkaew,0,1,220,180
11486993,ivanvanc1,0,1,526,146
11489897,Papillonn,0,0,0,323
11490598,quav,0,1,10293,100
11491352,klangis,113,14,85322,89
11493390,hawila,52,128,1295522,58
11510758,Bilen2.0,38,213,1834549,53
11514805,seaman999,0,0,0,324
11517678,malajen,0,0,0,325
11519668,akxrah,0,1,50,241
11520189,Herre+Bombardemang,0,1,21,268
11520387,msimpson54,41,0,0,326
11520855,psohlavci,807,1,110,216
11523313,Thealmighty,0,1,279,166
11534794,Pyropac,352,396,4008732,31
11544222,Sir+Hrolv,34,1,331,158
11546917,Stasho,38,254,2481178,46
11549725,wolf+liar,72,29,120014,82
11557508,pjerica,0,1,21,269
11558148,LimaWarriors,113,87,680689,68
11563951,Blixstenbro,52,65,319079,75
11569406,Ace+From+Space,0,0,0,327
11573455,Iven,0,1,362,155
11576664,Siren69,1134,1,429,152
11579752,BNorway,34,1,71,236
11588388,ChillPlejer,467,566,5693581,15
11591055,BLACK+MAMBA,113,27,73340,91
11595949,Lilleauren12g,279,0,0,328
11598242,.CreedVirus.,467,504,5170449,22
11603924,Aether,352,483,5111102,25
848883902,jvdb,0,0,0,329
848889085,mobby,0,1,67,239
848891349,Kennenn,0,1,21,270
848895428,xertias,0,1,130,204
848896400,kennykenken,0,1,105,218
848897933,usman2020,0,1,21,271
848900404,madPac,0,0,0,330
848906714,lord+aragon,0,1,211,183
848907856,GivingJoy,660,1,184,195
848909492,Aragorn155,0,1,801,130
848910541,Erik67,52,13,51226,94
848913492,miney,0,1,87,224
848918563,FireflyGeek,0,1,21,272
848920203,King+de,0,0,0,331
848920971,crybabysoldier,0,1,21,273
848921061,Mustang1967,0,1,49,242
848921145,boyousif99,0,1,201,186
848932361,Chucky92,0,1,297,161
848949899,joze123,660,1,453,150
848965879,Norsiem,0,0,0,332
848972959,LoadingCORN,0,1,183,190
848990531,SoulFly52.,0,0,0,333
848998492,EverGreen,1233,1,75,229
848998978,Black-Bird,467,476,4882141,27
849009859,Ukdevil,0,0,0,334
849016523,LordLion,0,0,0,335
849017485,zubizarez,352,97,829532,64
849018312,csaszi14,0,0,0,336
849019535,Lord+Kick+Ass,660,1,523,147
849022882,bot16410,0,0,0,337
849022883,ilkimdursun48,0,0,0,338
849022885,sinantosya621,0,0,0,339
849022887,keremusak4,0,0,0,340
849022889,musakutsa43,0,0,0,341
849023012,greatous,113,14,92754,88
849023259,ssrhatbaba,0,0,0,342
849023800,selintalu,0,0,0,343
849023801,yucelkezban,0,0,0,344
849023802,ugurocalan,0,0,0,345
849023803,necatitog,0,0,0,346
849023807,hicaziunal,0,0,0,347
849024070,basa,0,0,0,348
849024071,husnutekin,0,0,0,349
849025019,arzuak,0,0,0,350
849025020,tugbaak,0,0,0,351
849025022,esrak,0,0,0,352
849029650,mayuri,0,0,0,353
849029713,simikelo,0,0,0,354
849029717,hoppahul,0,0,0,355
849029723,kofagal,0,0,0,356
849029730,jollykum,0,0,0,357
849029738,woragatt,0,0,0,358
849029741,zsigalt,0,0,0,359
849029742,lamabum,0,0,0,360
849029744,bodago,0,0,0,361
849029752,nooblali,0,0,0,362
849029754,joojaan,0,0,0,363
849029816,rektorum,0,0,0,364
849029818,pizzahotty,0,0,0,365
849029819,sztroba,0,0,0,366
849029820,wegalong,0,0,0,367
849029828,mokkabrauwn,0,0,0,368
849029850,famirtamang,0,0,0,369
849029853,pabednoor,0,0,0,370
849029860,lokamani,0,0,0,371
849029863,thafizinam,0,0,0,372
849029865,coolsanta,0,0,0,373
849029867,manapoints,0,0,0,374
849029868,qmayaa1958,0,0,0,375
849029871,bmedoman,0,0,0,376
849029873,4skoboy,0,0,0,377
849029874,acarole+leblanc,0,0,0,378
849029875,lasaad7,0,0,0,379
849029926,itabarek,0,0,0,380
849029997,pemankhan,0,0,0,381
849029999,theboty,0,0,0,382
849030002,4soso,0,0,0,383
849030021,lamaboy,0,0,0,384
849030024,smedani,0,0,0,385
849030025,mamasuna,0,0,0,386
849030030,xving,0,0,0,387
849030037,daratalla,0,0,0,388
849030040,olajtag,0,0,0,389
849030052,similuma,0,0,0,390
849030053,semgang,0,0,0,391
849030055,ynorhan,0,0,0,392
849030060,roniflorida,0,0,0,393
849030066,ihamood,0,0,0,394
849030093,kabbas,0,0,0,395
849030097,windiesel,0,0,0,396
849030098,janetteb,0,0,0,397
849030105,paludin,0,0,0,398
849030106,ajjajj,0,0,0,399
849030108,xmhmeda,0,0,0,400
849030110,shefo,0,0,0,401
849030111,rajaw,0,0,0,402
849030113,rubenarc,0,0,0,403
849030114,ewakarm,0,0,0,404
849030212,bendike,0,0,0,405
849030215,rmustafa,0,0,0,406
849030216,karavelio,0,0,0,407
849030217,uleo,0,0,0,408
849030219,lamagon,0,0,0,409
849030223,sshiva,0,0,0,410
849030225,emoloud,0,0,0,411
849030226,platina,0,0,0,412
849030227,simike,0,0,0,413
849030228,vadia,0,0,0,414
849030230,kingcsaszi,0,0,0,415
849030238,vallato,0,0,0,416
849030241,sittes1,0,0,0,417
849030243,barlangi,0,0,0,418
849030248,betorlok,0,0,0,419
849030249,hulala,0,0,0,420
849030251,gezakh,0,0,0,421
849030252,jurgen.at,0,0,0,422
849030253,lord+nobel,0,0,0,423
849030255,top+player,0,0,0,424
849030257,hesap+login,0,0,0,425
849030266,kingaa,0,0,0,426
849030270,csilluska,0,0,0,427
849030274,falucska,0,0,0,428
849030276,barnahun,0,0,0,429
849030281,Moricka,0,0,0,430
849030282,szantoveto,0,0,0,431
849030286,sanyi22,0,0,0,432
849030288,raiku,0,0,0,433
849030290,texaspatti,0,0,0,434
849030292,lexington+city,0,0,0,435
849030294,vizel,0,0,0,436
849030297,ultr4s,0,0,0,437
849030299,csaszar15,0,0,0,438
849030301,Samjackson,0,0,0,439
849030806,bikapiros,0,0,0,440
849030810,makikaki,0,0,0,441
849030813,nonname,0,0,0,442
849030815,szputnik,0,0,0,443
849030835,sayno,0,0,0,444
849030892,koalalower,0,0,0,445
849030893,mamadisco,0,0,0,446
849030897,p4r4d1s3,0,0,0,447
849030898,gerason,0,0,0,448
849030900,kugler,0,0,0,449
849030901,farmking,0,1,70,237
849031164,moralking,0,0,0,450
849031166,gentelj,0,0,0,451
849031167,masster,0,0,0,452
849031168,Heisenberg.,352,294,2952807,41
849031193,quacka,0,0,0,453
849031198,menzakaja,0,0,0,454
849031553,akasa95,0,0,0,455
849031575,iskania,0,0,0,456
849031576,lala55,0,0,0,457
849031577,mama24,0,0,0,458
849031578,lilakacs,0,0,0,459
849031580,hoellige,0,0,0,460
849031687,Cattorv,0,0,0,461
849031704,Apke,0,0,0,462
849031855,jjjeeeaaa0109,34,1,520,148
849032080,Grimplas,0,0,0,463
849032086,Goofyrd,0,0,0,464
849032089,Lucyto,0,0,0,465
849032090,StroonsHulk,0,0,0,466
849032092,ForeverInlove,0,0,0,467
849032345,Holmance,0,0,0,468
849032347,Scomants,0,0,0,469
849032505,RapBroadway,0,0,0,470
849032510,DanceTeen,0,0,0,471
849032513,mamaroki,0,0,0,472
849032518,kokkler,0,0,0,473
849032523,CoverBlaze,0,0,0,474
849032525,merenges,0,0,0,475
849032529,falomlas,0,0,0,476
849032534,KKkking,0,0,0,477
849032546,crazzyBoY,0,0,0,478
849032719,sPe3dd,0,0,0,479
849032721,Cuptain,0,0,0,480
849032722,feedbefore,0,0,0,481
849032724,susnyas,0,0,0,482
849032726,jintonica,0,0,0,483
849032727,Hessap,0,0,0,484
849032734,Makker,0,0,0,485
849040456,Crazy+eays,113,10,60816,92
849041951,Submarinerss,807,1,341,157
849042668,THEEVISITOR,279,0,0,486
849046320,Deadknight%2A,467,560,5249917,20
849046799,Henry+Estwyck,72,8,15672,98
849047776,RETIRE,34,1,140,202
849047882,Princess+Fluffy,72,18,96793,87
849049150,Angustio,0,1,155,199
849049555,Magoosh1,352,25,258522,77
849052662,Tamil003,52,2,1487,119
849052807,Stampe,52,0,0,487
849053258,Yoos,352,205,2085033,52
849054239,Wulo1993,72,20,150522,81
849054452,gl4re,0,0,0,488
849054890,NoStopsGo,0,1,90,222
849057001,aRusty,352,164,1627137,54
849059948,Sir+John+Wulf,0,1,615,140
849060042,adestian-73,0,1,116,214
849062355,Clecio,38,253,2620663,45
849062441,An+Arrow+In+The+Knee,467,339,3547793,33
849062566,1MMaculate,467,253,2374475,47
849062595,Mythz,1136,0,0,489
849062718,GummyDolphin,41,0,0,490
849063621,Harald,0,1,120,213
849063661,Ralkut,38,655,6724206,6
849063849,Pravlad,0,1,21,274
849064011,One+Pump+Chumps,467,676,8096831,2
849064110,ponaris,0,0,0,491
849064174,chefceej,352,283,3315510,37
849064252,Tubby321,1091,1,149,200
849064427,Foolproof,0,1,21,275
849064880,-Purely+Forgotten-,467,292,3402384,35
849065324,grobari,0,0,0,492
849065577,thedraken89,1245,0,0,493
849066517,FLAY7,0,1,21,276
849066787,thecletch91,113,13,111465,85
849067247,tanaso007,34,1,74,230
849072551,YuGiJoe,0,0,0,494
849073370,McAtzetus,0,0,0,495
849074488,baccc,113,10,98465,86
849074861,Guest074861,0,1,107,217
849076657,luxx,0,0,0,496
849076784,THETRUEASDF,0,0,0,497
849080538,pouchiQc,0,0,0,498
849081558,mmfl,0,0,0,499
849082778,Ilse1101,22,1,237,173
849083268,lvzor,1255,1,21,277
849087271,flyduster90,72,1,439,151
849088071,Multifruits,0,0,0,500
849088400,marshanna,0,1,2955,113
849089328,manop009,0,1,554,144
849089595,Blitzkiller,0,0,0,501
849090264,ZUnityOfOne,0,0,0,502
849092339,snowday202,660,0,0,503
849093013,Zanky,72,6,29014,95
849093889,proel,0,1,68,238
849095997,kamonchai,0,0,0,504
849096777,doggoneit,1258,0,0,505
849096791,MiniGwar,0,1,6105,104
849097234,jerget123,0,0,0,506
849097241,Japeth,0,1,43,248
849097465,Virgin99,0,0,0,507
849097652,JamesJBW,0,1,123,209
849098023,Schnaggel,0,0,0,508
849098814,PlainBelgian95,0,0,0,509
849098855,JustKacper,0,0,0,510
849098903,Merten,0,0,0,511
849099230,maxnat,0,1,76,227
849099356,cory96x,0,1,58,240
849099911,crack+pot,0,0,0,512
849099919,Moongoose16,0,1,928,127
849100695,TheLiutka3,0,0,0,513
849101017,domaingame,34,0,0,514
849101054,AmunRa777,1272,1,180,191
849101505,Avacodo,0,1,1428,120
849101658,Advisor,0,0,0,515
849101770,jorbaland,0,0,0,516
849102175,Halvarp,1269,1,21,278
849103040,TommyToxic,0,0,0,517
849103307,Syconius,0,1,2168,116
849103341,FASTERiANNN,0,0,0,518
849103437,coreyw12321,0,0,0,519
849103782,Harm,0,1,74,231
849103883,HeavenQueen,0,0,0,520
