159,062+%7C+Graveyard,508,534,10005004,2167,0
160,29+COVENANT,475,494,1504759,9657,2
161,001+-+Lucky+Charms+village,491,468,76535,9735,0
162,BONYC-A003,494,481,849093628,5864,0
163,22+POWER,490,472,1504759,7406,0
164,007.+No+Namess+village,460,459,2352166,9106,0
165,020+-+The+Golden+Throne,491,469,76535,896,0
166,010+-+Whirlwind,485,468,76535,6951,0
167,Barbarian+village,526,549,0,938,0
168,floadi,486,475,849057022,7199,0
169,War+Never+Changes,455,499,3164027,5076,0
170,Boodh%3A,489,466,849115373,10231,0
171,047,485,477,8844488,4231,0
173,020%7C+Exodus,518,484,849116120,5489,0
174,0031+Damien,580,488,7918853,10285,0
175,Barbarian+village,535,495,0,902,0
176,003,487,478,8844488,10302,0
177,152+Boggy+Creek,491,559,849022398,1158,0
178,022%7C+Numeri,482,461,849116120,10495,0
179,village+93,506,520,11457524,4581,0
180,Barbarian+village,487,470,849057022,9314,0
181,Peace%2BHope%2BLove,538,539,848996205,3272,0
182,07+of+09,465,496,849081215,6705,4
183,030+-,489,456,3834751,7719,0
184,PLAYNOTE,507,444,11348193,6789,0
185,015+-+Imperial+Fist,482,466,76535,1707,0
186,Frodos+Outhouse,507,475,849116145,3142,0
187,017+Bologna,488,473,3048355,2450,0
188,002+CAGE,499,477,849116096,8677,0
189,016+Lecce,483,471,3048355,2545,0
190,Tlalocan,465,518,849095467,1064,0
191,0011+XXX,521,507,10293733,7723,5
192,024+-,476,461,3834751,7787,0
193,Barbarian+village,524,467,0,906,0
194,017+Boggy+Creek,478,547,849022398,10291,7
195,023+-,476,462,3834751,9976,0
196,Paanch,486,473,849115373,4323,0
197,Written+By+Wolves,454,519,9924450,7256,0
198,003,477,466,849100573,9496,0
199,007,472,471,849100573,9079,0
200,035+-+The+Mists+of+Avalon,488,493,848887790,3032,0
201,004,489,477,8844488,10301,0
202,EKKEL+-+039,481,465,11521615,7618,0
203,Barbarian+village,474,462,0,923,0
204,006+-+AJ+Brown,523,516,849063662,9835,0
205,028,524,515,11417481,8785,0
206,087+Boggy+Creek,483,557,849022398,4502,0
207,006.+Alings%C3%B6s,515,488,849095621,6334,0
208,002+Malm%C3%B6ee,517,483,849095621,8381,0
209,025,496,532,11417481,10181,0
210,035+-+Jonathan+Strange,487,493,848887790,3049,0
211,040+%7C+Reaper,497,529,10005004,9562,0
212,Barbarian+village,545,514,0,919,0
213,Big+Shell,512,576,9080937,8570,0
214,Niflheim,475,512,849095467,6593,0
215,002,500,530,11457524,9951,0
216,018.+Barb+villages,462,463,2352166,1639,0
217,Mine+2,494,523,11457524,7564,0
218,Chrome+015,491,532,849117071,10106,0
219,Chrome+034,506,558,849117071,2580,0
220,pembantus+village,479,440,11372830,3331,0
221,A+014,483,525,849042146,10971,0
222,Barbarian+village,527,472,0,906,0
223,Bonus+village,443,501,0,905,7
224,051+%7C+Apocalypse,507,534,10005004,10141,0
225,Barbarian+village,481,488,0,908,0
226,032,509,533,11417481,6884,9
227,002+%7C+Noob+Removal+Service%21,488,546,11581204,10323,0
228,029Barb,526,517,11569967,1279,0
229,083+%7C+Stiletto,503,541,10005004,10160,0
230,Barbarian+village,496,557,0,923,0
231,026,505,529,11417481,9453,0
232,081+%7C+Dagger,504,537,10005004,8875,8
233,C+007,496,549,849042146,10761,0
234,Barbarian+village,485,489,0,931,0
235,005+-+Deathwing,491,462,76535,9735,8
236,B+026,500,541,849042146,10761,0
237,War+Never+Changes,454,497,3164027,5298,0
238,Lenny+the+Snail,510,488,849116145,8487,5
239,C+010,498,551,849042146,10761,0
240,EKKEL+-+058,474,450,11521615,3172,0
241,C+006,490,553,849042146,10761,0
242,%5B055%5D+-+Roman+Legion+LV,548,510,11379158,6682,0
243,003+Corax,545,496,848889952,10362,7
244,B+006,494,537,849042146,10495,0
245,004+ARTEMIS,501,531,4702944,1374,0
246,014,513,552,8872898,9919,0
247,Barbarian+village,529,543,0,953,0
248,012,459,481,849110535,3653,9
249,017+%7C+Mayhem,504,536,10005004,9800,0
250,022+-+Sigismund,492,470,76535,1083,0
251,Florrum,534,462,7911630,2262,6
252,Chrome+007,505,560,849117071,10000,0
253,025+-+Wizards+First+Rule,496,448,848887790,5018,0
254,021,505,531,11417481,8513,6
255,006+Boggy+Creek,476,556,849022398,10291,0
256,Barbarian+village,521,540,0,901,0
257,01+The+Handymen+Inc.+Surveyor,496,570,10530828,4665,0
258,Villagio,495,574,848933363,8480,0
259,061+%7C+King+of+North,514,456,848891535,3333,0
260,%2ANOBLE,446,517,11125816,10963,2
261,psychohzs+village,504,576,11600485,10728,0
262,Barbarian+village,509,489,0,921,0
263,Heart+versus+Mind,512,555,9906895,5050,0
264,130+Boggy+Creek,482,565,849022398,3049,0
265,Mittens+015,535,483,11430012,1292,0
266,025,499,555,11140984,10087,0
267,Barbarian+village,549,531,0,916,0
268,mashobras+village,453,561,9069751,365,0
269,B+020,489,539,849042146,6828,0
270,022+Trento,483,474,3048355,1073,0
271,012+Destroyer+of+dreams,528,498,849120123,2617,0
272,008%7C+Luxuria,501,484,849116120,10495,0
273,tony2,484,509,4648719,5600,4
274,Catflap76+020,476,513,11532585,10047,0
275,Tornado,477,511,849093786,8962,0
276,Hades,472,511,849095467,5370,0
277,Denton,481,518,849093786,9537,0
278,Markus+Ruhl,478,515,849095467,3590,0
279,Thousand+Foot+Krutch,444,535,9924450,10495,0
280,126+Boggy+Creek,480,557,849022398,3620,0
281,Chrome+018,519,554,849117071,6924,3
282,Ducks+Lake,477,508,849117479,7577,0
283,006,471,512,849081913,6208,0
284,gdlj023,466,529,849120117,11188,0
285,Yunalesca,477,478,11496642,4581,0
286,074+Boggy+Creek,471,529,849022398,10291,0
287,092+%7C+Vortex,528,537,10005004,1093,0
288,Bonus+village,519,552,0,906,7
289,61+POWER,467,516,1504759,6758,0
290,CSM+01,461,456,849103332,1599,0
291,gdlj021,466,535,849120117,9955,0
292,0037+-TagTeamed,558,448,11091730,10694,0
293,A+046,494,528,849042146,5380,0
295,Barbarian+village,510,538,0,908,0
296,0039+-TagTeamed,556,454,11091730,9657,0
297,Villa+009,541,462,849119395,1745,0
298,C+018,497,560,849042146,8548,3
299,007+Just+having+some+fun,472,567,11597197,10000,0
300,Barbarian+village,506,503,0,922,0
301,038+%7C+PLAY+FOR+FUN,554,441,849108287,10214,0
302,019+%7C%7C+2012345678,534,493,10051909,3535,0
303,004+Covenant,487,494,1504759,10152,0
304,0024+XXX,560,508,10293733,3726,0
305,EKKEL+-+041,478,458,11521615,6380,7
306,0023+HallDragonFortress,555,456,8061098,10179,0
307,045,494,522,8844488,7368,0
308,025,503,502,8844488,10282,2
309,C+004,493,552,849042146,10761,0
310,0021+XXX,523,488,10293733,4225,0
311,0001+-TagTeamed,567,450,11091730,10694,0
312,Barbarian+village,491,504,0,906,0
313,Barbarian+village,515,469,0,451,0
314,013+Solomon,433,472,8499484,7874,0
315,%5B011%5D,508,524,11457524,2514,0
316,crystalball02,482,500,11379217,8675,6
317,War+Never+Changes,441,473,3164027,10544,0
318,gdlj043,474,535,849120117,9254,0
319,ING-131-me,527,497,849066275,422,0
320,01+BUM+BUM+I.K.,528,494,849069527,821,0
321,Kimahri,466,478,11496642,4325,0
322,BONYC-A004+%21%21,494,483,849093628,7243,3
323,Echo,519,490,1707285,4228,0
324,Lucas,528,486,849117391,3604,0
325,028,502,510,8844488,10438,0
326,028%7C,502,472,849116120,4371,0
327,024+%7C+Independence,510,522,10005004,10075,8
328,Degenerates+006,451,559,848911256,10294,0
329,Eden,465,517,849095467,1054,0
330,N+003,498,507,849042146,1899,0
331,EKKEL+-+049,471,453,11521615,4448,0
332,Rajasit%2A+%2A+%40+0019,552,507,11413982,10787,2
333,007+-+American+Gods,501,462,848887790,9528,0
334,DOKTOR+PRCO+06,464,510,11430685,5517,0
335,Flame+008+village,552,527,849088836,9979,3
336,C+023,493,562,849042146,10761,0
337,023,503,505,8844488,10301,0
338,Barbarian+village,499,502,0,915,0
339,010+-+Bombs+Away,497,499,3834751,10093,0
340,Barbarian+village,507,501,0,949,0
342,Barbarian+village,475,504,849117479,925,0
343,0009+DUKES,461,451,11433890,10444,0
344,Ayutthaya3,511,551,11510150,4091,0
345,%7E+A020+%7E,437,449,849060931,9873,0
346,Rajasit%2A+%2A+%40+0015,561,501,11413982,10787,0
347,0030+XXX,524,501,10293733,8520,4
348,013,441,443,849121630,9753,0
349,20.,532,500,849071167,2098,0
351,Barbarian+village,493,449,848995771,1192,0
352,Bonus+village,495,492,0,908,7
353,RomanianFinalBoss06,443,441,849121771,10000,0
354,079+0028.2+Here+Come+The+Nukes%21,554,527,10845168,9623,0
356,072,502,479,8844488,4152,0
357,017+DeadP00L,442,437,11584440,8845,0
358,Barbarian+village,503,544,0,909,0
359,015+DeadP00L,438,439,11584440,8636,0
360,0000,506,514,10380592,6931,3
361,%7E+A001+%7E,452,450,849060931,9873,0
362,%7E+A019+%7E,445,446,849060931,9873,0
363,I+will+not+be+patient+anymore,510,457,4592307,4505,0
364,007+CAGE,495,482,849116096,9673,9
366,Barbarian+village,522,526,0,922,0
367,001,500,572,11417481,10225,0
368,GN+UNITED,442,447,849121637,9564,0
369,Barbarian+village,499,541,0,905,0
370,016,441,439,849089155,9899,0
371,Barbarian+village,519,550,0,929,0
372,002+Polis,450,434,849089155,9878,0
373,GN+UNITED,440,449,849121637,8605,0
374,Barbarian+village,469,499,0,902,0
375,Ducks+Clay,489,492,849117479,6324,2
376,0060+BestDuoWorld,572,479,8700661,10787,0
377,Barbarian+village,547,532,0,930,0
378,0019+Darkness,580,497,10820533,10397,0
379,003+Chaud+bateau,572,471,11055813,9876,0
380,Barbarian+village,525,495,0,921,0
381,001,573,481,11458581,8194,0
382,016+Boggy+Creek,476,544,849022398,10074,0
384,Barbarian+village,526,493,0,906,0
385,003+36+Styles+Of+Danger,498,454,9698422,10019,3
386,TWT+0013,580,473,11363672,9761,0
387,RIP+Zizozi,477,515,849095467,6632,0
388,Plague,576,492,113079,10228,0
389,023+The+Gates+Of+Hell,486,449,849123652,2183,0
390,0005+XXX,579,490,10293733,10720,0
391,041+critical,540,506,849112260,2917,0
392,0006+UnicornPansyStraw,570,477,8061098,10179,0
393,Barbarian+village,546,524,0,908,0
394,TWT+0003,578,478,11363672,9761,0
395,0007+Damien,577,484,7918853,10220,0
396,048,514,502,8844488,4338,0
397,031,520,514,11417481,10349,0
398,xixjapanxix+%3A+incoming+%3B%29.......,583,491,11482116,11130,0
399,001,498,529,11457524,9877,6
401,Barbarian+village,499,552,0,919,0
402,Getafuens+131,522,484,11489779,434,0
403,008,469,501,849081913,3040,0
404,omega,528,490,849117391,6357,2
405,018%7C+Bellum,525,476,849116120,9104,0
406,0019+XXX,524,486,10293733,6238,0
407,Catflap76+005,471,501,11532585,8371,0
408,Barbarian+village,521,505,0,902,0
409,Barbarian+village,472,498,0,802,0
410,Catflap76+006,466,497,11532585,7268,0
411,%2BYuffie,469,477,11496642,7781,0
412,Knights+Advantage,482,472,849057022,8961,8
413,Catflap76+029,468,503,11532585,6611,0
414,Barbarian+village,524,473,0,908,0
415,Dorian+Yates,473,514,849095467,10316,0
416,Barbarian+village,488,445,848995771,1039,0
417,005+ARTEMIS,503,536,4702944,1517,7
418,Barbarian+village,474,501,0,850,0
420,003+ARTEMIS,497,534,4702944,1513,0
421,006+-+The+Princess+Bride,488,494,848887790,10226,3
422,049+%7C+King+of+North,520,452,848891535,8447,0
423,Barbarian+village,489,481,0,943,0
424,025+%7C+King+of+North,523,457,848891535,10495,0
425,0058+%7E+Martial+Law,507,513,10380592,5528,0
426,011+The+Gates+Of+Hell,487,450,849123652,10495,8
427,Tian,475,516,849095467,12021,0
428,A+019,487,525,849042146,5562,0
429,lordjer61s+villa,477,509,7587840,787,0
430,Barbarian+village,516,512,0,915,0
431,A+028,481,521,849042146,4099,0
432,Lamb+Of+God,448,525,9924450,10495,0
433,Akhilla,561,496,9770366,12154,0
434,Frodos+house,506,477,849116145,10000,0
435,111+Boggy+Creek,477,526,849022398,3853,0
436,PLAYNOTE,506,444,11348193,6270,0
437,jogarduss+village,478,517,849095467,603,0
438,Barbarian+village,520,464,0,917,0
439,0001%5B%5D+littleSanji,565,546,1396032,9761,0
440,004+critical,541,539,849112260,10495,0
441,72+POWER,483,510,1504759,10503,5
442,021+critical,545,541,849112260,10495,0
443,.016.,457,482,3358307,3277,0
444,004,530,490,3312792,3678,9
445,Snipe+%3A+Back-Time+%3A+Conquer,562,547,848909389,10019,0
446,Villa+002,543,465,849119395,6479,2
447,Tunga+Divisionen,563,489,11478620,10311,0
448,019+-ZV-,547,518,849115534,1419,0
449,0001_eVenDeMaTa,544,558,848943492,10311,0
450,DragonForce,457,523,9924450,7530,0
451,-TiGeR-,553,551,848974201,10002,0
452,A01+-+P+I+L+I+P+I+N+A+S,550,544,9538165,9761,0
453,EKKEL+-+038,479,459,11521615,6855,0
454,%5B015%5D,465,537,849120304,9198,6
455,Peace%2BHope%2BLove,539,547,848996205,10559,0
456,026+-+Assasins+Apprentice,497,450,848887790,4492,0
457,001,535,548,849058429,12154,0
458,Barbarian+village,485,510,4648719,1374,0
459,12+%7C+Darth+Revan,544,538,10189449,10030,0
460,34+Ballz,467,492,849081215,1132,0
461,Barbarian+village,525,518,0,903,0
462,035,497,514,8844488,10359,8
463,Catflap76+009,466,495,11532585,9650,0
464,Orcadia,559,510,849072851,5609,0
465,Atlantic+Avenue,459,485,10676513,9572,0
466,Barbarian+village,505,507,0,904,0
467,Prshuraam%3A,472,489,849115373,10220,0
468,Edge+002,558,494,11290317,6383,0
469,47+POWER,466,487,1504759,11798,0
470,36+POWER,476,494,1504759,9797,0
471,020+%7C%7C+2123456789,535,542,10051909,4610,0
472,34+PRIME,469,488,1504759,10625,0
473,0023,455,463,11433890,2923,0
474,%2BRed+XIII,464,479,11496642,7241,9
475,The+Duck+Pond,478,505,849117479,7336,0
476,Barbarian+village,484,485,0,907,0
477,%5B006%5D,508,517,11457524,5134,0
478,Barbarian+village,532,489,0,907,0
479,031+CAGE,499,467,849116096,11997,8
480,Bravo,529,486,1707285,4464,0
481,Barbarian+village,517,480,0,902,0
482,Poetycian+01,533,476,7911630,9761,0
483,EKKEL+-+037,480,457,11521615,6594,0
484,Snuff1997s+village,536,492,3916550,1502,0
485,Barbarian+village,525,544,0,904,0
486,hut,537,431,8413552,1186,0
487,Reno,477,472,11496642,2094,0
488,Catflap76+022,472,506,11532585,4734,6
489,002,530,489,3312792,5955,0
490,010+%7C+King+of+North,518,458,848891535,8164,0
491,Rajasit%2A+%2A+%40+0006,555,496,11413982,10787,3
492,002.+Odin+hall,559,482,9217879,10160,0
493,Barbarian+village,545,534,0,908,0
494,WarriorElites+village,538,470,10172770,9401,0
495,Yngve+RIP,535,477,7911630,9761,0
496,Barbarian+village,516,543,9402115,3068,0
497,Barbarian+village,531,464,0,908,0
498,Barbarian+village,549,512,0,911,0
499,003+Good+try+maybe+next+time,533,491,849120123,8041,0
500,022+-+Jeremy+Maclin,530,505,849063662,5015,0
501,BONYC-012+%21%21,464,474,849093628,7001,3
502,0039+Darkness,549,479,10820533,8919,0
503,B+016,491,543,849042146,6291,0
504,014+Bonus+village,538,528,849115534,6646,6
506,GhostTown+1,531,509,848974201,9503,0
507,RIP+Amren67+%2F+Snusattle,503,468,849116145,8069,0
508,11+%7C+Darth+Bane,573,532,10189449,6003,0
509,053,479,533,11140984,4640,0
510,Rajasit%2A+%2A+%40+0003,560,496,11413982,10787,3
511,017GhostTown+3,529,508,11569967,10559,0
512,A+053,494,525,849042146,4021,0
513,Flame+010+village,551,529,849088836,9979,9
514,026Barb,527,514,11569967,1505,0
515,Barbarian+village,483,486,0,913,0
516,18.,534,507,849071167,1622,0
517,%5B100%5D+-+Roman+Legion,540,498,11379158,4507,0
518,023Rome+009,532,514,11569967,10019,0
519,004+Wrong+Choice%2C+Delubyo,527,508,849120123,5988,0
520,pequenina,473,486,849057022,3656,0
521,0022+Darkness,541,492,10820533,10395,0
522,008webbldrs+village,538,492,3296113,1142,0
523,El_cr_ps,542,523,848974201,9761,0
524,Orcadia,549,503,849072851,8500,0
525,112+Boggy+Creek,480,527,849022398,4753,0
526,001+POWER,488,498,1504759,10224,0
527,001+-+Outside,492,488,3834751,10220,0
528,009+PRIME,486,496,1504759,9797,0
529,War+Never+Changes,452,487,3164027,9553,0
530,0045+-TagTeamed,554,452,11091730,10696,0
531,Barbarian+village,522,478,0,904,0
532,031+0027.3+Here+Come+The+Nukes%21,553,528,10845168,9576,3
533,18+COVENANT,486,484,1504759,9846,0
534,Bespin,535,476,7911630,4038,0
535,020,481,541,11140984,9574,7
536,HI+DAD+I+SEE+YOUs+village,497,500,849093786,7594,0
537,Vaan,477,469,11496642,1457,0
538,Mountain,478,514,849093786,9950,0
539,Yoshi+001,446,439,11291357,10356,0
540,Barbarian+village,553,521,0,908,0
541,Spice+Emporium,499,494,3334767,6285,0
542,Barbarian+village,448,513,0,916,0
543,0061+%7E+Martial+Law,511,510,10380592,9995,0
544,027,514,501,8844488,10294,0
545,014+-+Jeremy+Maclin,519,517,849063662,9632,0
546,Barbarian+village,521,523,0,907,0
547,Shady,422,516,4225622,3813,0
548,I+dislike+unnecessary+paperwork,519,515,2723416,3313,0
549,001+%7C%7C+234567890,535,546,10051909,10000,0
550,Catflap76+003,471,505,11532585,7336,0
551,Noble+001,529,430,2580811,10636,0
552,007,469,500,849081913,2759,0
553,I+will+not+be+patient+anymore,509,457,4592307,9417,0
554,%5B092%5D+-+Roman+Legion,545,505,11379158,10375,0
555,Barbarian+village,566,448,11486255,2086,0
556,Barbarian+village,528,493,0,905,0
557,village+021,539,428,849091229,4425,0
558,Leyte+Landing,513,522,9614235,1455,0
559,059+%7C+Vendetta,502,537,10005004,5914,0
560,MinasTirith+01,554,492,11451887,5188,0
561,015+%7C+Anarchy,503,534,10005004,10160,0
562,.018.,455,480,3358307,2078,0
563,tony2,489,511,4648719,4257,3
564,000+%7C+King+of+North,527,427,848891535,10495,0
565,Exegol,531,480,7911630,909,0
566,Nuke,566,451,11479228,2695,0
567,Barbarian+village,509,538,0,907,0
568,%2ANoble+45,525,420,849040769,10636,0
569,Wakka,475,480,11496642,5022,0
570,300x001,530,422,849036399,10625,0
571,On+it%2Clike+a+Scotch+Bonnet,507,509,3334767,6241,3
572,%2ANoble+45,528,426,849040769,10636,0
573,018,488,475,8844488,8229,0
574,Orcadia,554,521,849072851,9594,6
575,Noble+002,528,430,2580811,10636,0
576,A+022,486,529,849042146,4923,0
577,043+%7C+PLAY+FOR+FUN,551,439,849108287,10215,0
578,%5B015%5D,496,523,11457524,2052,0
579,village+001,537,428,849091229,10495,0
580,0016+Kleene,455,468,11433890,7477,0
581,033+-+Village,518,529,849113306,10247,0
582,026+%7C+PLAY+FOR+FUN,553,441,849108287,10214,0
583,Barbarian+village,478,497,849117479,949,0
584,The+Ducks+Iron,487,492,849117479,4791,3
585,007%7C+Vanagloria,505,471,849116120,10495,0
586,0018_eVenDeMaTa,538,501,848943492,8422,0
587,Birds+Eye+View,512,500,3334767,7531,0
588,0045+%7E+Martial+Law,510,505,10380592,9593,0
589,0018+Darkness,541,480,10820533,10394,6
590,014+-+The+Oak,510,498,3834751,10713,0
591,Jenova,470,482,11496642,3405,0
592,011+CAGE,499,475,849116096,7810,4
594,%5B049%5D,459,537,849120304,2655,0
595,017+-+Donovan+McNabb,514,511,849063662,9835,0
596,Heart+versus+Pocket,512,556,9906895,3405,0
597,011+-ZV-,527,517,849115534,3495,4
598,002+HMS+Daring,522,502,848974201,7358,0
599,%5B009%5D,472,537,849120304,9546,0
600,024,514,498,8844488,10280,0
601,0017+Qaphsiel,510,514,10380592,4881,0
602,013+CAGE,509,497,849116096,8611,0
603,029+The+Gates+Of+Hell,480,456,849123652,1075,0
604,016+-+Delivery,507,502,3834751,10787,0
605,05+Heinola,494,493,848934895,5599,0
606,0063+%7E+Martial+Law,518,505,10380592,10636,0
607,006+Florence,471,477,3048355,9331,0
608,006+%7C+Red+Fox,500,502,849087170,8552,0
609,hehexd,507,488,849121012,10034,0
610,Orcadia,552,503,849072851,2105,0
611,gdlj007,465,555,849120117,10083,0
612,%5B048%5D+-+Roman+Legion+XLVIII,544,510,11379158,9527,0
613,%5B003%5D,513,515,11457524,9291,3
614,Maximillion,505,502,849093786,8219,0
615,Barbarian+village,514,520,0,901,0
616,Rome+012,512,506,10380592,10160,0
617,0033+PARASITE,555,475,11381205,10479,0
618,000,501,496,11502333,763,0
619,Valefor,475,474,11496642,1857,0
