id,main,barracks,stable,garage,watchtower,snob,smith,rally,statue,market,wood,stone,iron,farm,storage,hide,wall
15843,18,12,4,0,0,0,10,0,0,14,13,8,13,18,16,6,1
15885,10,14,0,0,0,0,10,0,0,10,14,16,19,16,17,10,0
15899,18,14,5,0,0,0,7,0,1,8,14,17,14,13,14,5,0
15979,16,10,5,0,0,0,9,0,1,5,21,16,12,16,11,5,1
15983,8,8,0,0,0,0,4,0,0,7,21,18,13,15,19,6,0
15990,14,17,0,0,0,0,3,0,1,8,13,17,16,17,13,6,4
16041,11,11,2,0,0,0,6,0,0,5,14,9,10,13,19,2,7
16046,17,3,0,3,0,0,11,0,1,12,17,16,16,15,15,5,3
16138,15,11,1,0,0,0,8,0,1,8,7,12,6,11,14,6,1
16140,19,8,1,0,0,0,6,0,0,7,15,15,21,14,11,4,1
16153,14,12,2,0,0,0,7,0,1,4,14,10,7,7,15,3,1
16158,7,3,0,0,0,0,4,0,0,5,6,7,3,9,8,1,1
16184,12,8,1,0,0,0,7,0,1,7,18,17,21,15,15,5,4
16271,17,9,0,0,0,0,6,0,0,8,6,20,21,15,12,8,0
16292,10,4,0,0,0,0,3,0,0,8,14,18,21,14,21,9,8
16374,19,10,3,2,0,0,11,0,0,6,15,12,11,18,15,6,2
16395,15,8,0,0,0,0,4,0,1,13,13,23,13,16,14,8,0
16397,17,7,0,0,0,0,4,0,0,13,13,20,16,9,19,10,1
16470,20,11,0,0,0,0,1,0,0,9,15,11,13,13,16,4,2
16522,18,9,3,1,0,0,12,0,1,13,12,13,8,14,18,5,0
16545,18,6,1,0,0,0,10,0,0,9,11,9,17,21,16,6,7
16582,12,9,2,0,0,0,14,0,1,12,13,16,13,11,15,9,3
16623,9,9,0,0,0,0,3,0,0,2,9,24,20,17,14,3,6
16653,15,12,1,0,0,0,7,0,0,12,13,8,18,17,18,4,3
16680,19,11,7,0,0,0,9,0,0,8,17,13,14,11,13,8,4
16689,4,2,0,0,0,0,0,0,1,6,17,13,21,11,20,7,0
16691,14,10,1,0,0,0,9,0,0,7,11,12,5,12,8,3,5
16861,6,3,0,0,0,0,6,0,1,3,11,11,15,13,13,3,0
16890,17,14,0,0,0,0,5,0,0,6,15,20,13,18,12,5,0
16898,14,8,0,1,0,0,10,0,1,17,14,11,14,15,17,5,6
16914,19,13,6,0,0,0,7,0,0,8,14,10,10,13,19,4,3
16951,10,4,0,1,0,0,12,0,0,9,19,20,12,17,17,7,0
16964,16,7,2,0,0,0,5,0,0,12,15,13,15,13,11,3,2
16970,17,11,2,0,0,0,7,0,1,10,15,13,5,13,12,8,0
17109,4,2,0,0,0,0,0,0,0,1,4,2,9,8,5,6,0
17116,14,5,1,0,0,0,7,0,1,10,14,11,22,19,14,8,7
17246,7,5,0,0,0,0,6,0,1,11,14,19,20,12,17,10,0
17288,7,6,0,0,0,0,3,0,1,7,10,9,9,8,15,3,0
17452,1,4,0,0,0,0,8,0,1,12,21,20,10,15,19,3,1
17473,19,10,0,0,0,0,8,0,0,7,14,19,12,19,14,7,1
17552,17,13,0,0,0,0,6,0,1,5,13,6,14,18,16,4,1
17622,8,10,0,0,0,0,1,0,0,9,11,22,17,14,16,6,5
17637,5,3,0,0,0,0,0,0,0,2,13,9,11,6,6,4,0
17693,13,7,5,0,0,0,8,0,1,6,12,18,13,10,12,8,1
17711,8,7,0,0,0,0,1,0,0,4,13,13,10,9,13,9,9
17740,17,7,1,0,0,0,6,0,0,15,18,12,17,17,14,8,4
17804,7,3,0,0,0,0,7,0,0,8,10,6,8,14,14,6,1
17839,13,5,0,0,0,0,5,0,0,7,18,10,16,4,25,3,1
17874,12,12,3,0,0,0,8,0,1,13,13,15,18,11,20,3,3
17994,12,9,0,0,0,0,4,0,0,4,8,9,13,12,7,4,6
18020,7,11,0,0,0,0,2,0,1,8,19,17,11,14,19,4,5
18044,12,12,0,0,0,0,4,0,1,11,15,16,16,9,14,2,1
18145,7,6,0,0,0,0,7,0,0,8,10,14,8,17,12,7,2
18150,13,10,3,0,0,0,6,0,0,7,12,10,5,11,13,2,1
18193,6,6,0,0,0,0,0,0,1,9,8,5,5,4,5,3,1
18214,19,10,2,0,0,0,9,0,0,9,11,14,15,14,12,4,2
18259,15,8,2,0,0,0,7,0,0,15,8,14,18,11,14,2,1
18357,10,9,3,0,0,0,9,0,0,13,5,12,11,12,12,4,3
18362,8,5,0,0,0,0,4,0,0,5,5,9,4,16,15,4,2
18374,11,12,0,0,0,0,3,0,0,8,10,9,14,6,13,5,4
18382,14,9,1,0,0,0,5,0,0,17,18,9,16,17,17,5,6
18436,13,14,3,1,0,0,10,0,1,9,11,12,5,7,11,6,11
18457,14,9,0,0,0,0,3,0,0,8,11,8,12,10,22,8,0
18468,9,6,0,0,0,0,3,0,0,2,8,11,9,10,8,1,2
18554,16,8,0,0,0,0,7,0,1,7,10,11,12,12,11,7,0
18582,9,4,0,0,0,0,3,0,1,7,10,11,8,7,11,10,5
18583,16,9,2,0,0,0,8,0,0,11,11,19,12,14,19,4,2
18587,14,7,0,0,0,0,4,0,0,7,15,20,19,18,15,6,2
18609,11,14,4,0,0,0,9,0,0,12,19,15,8,15,10,5,0
18681,15,11,3,0,0,0,8,0,0,16,12,14,11,13,15,7,3
18686,9,17,0,0,0,0,6,0,0,7,14,14,20,18,11,3,4
18699,19,12,1,0,0,0,6,0,1,9,14,16,16,13,15,7,0
18758,13,7,0,0,0,0,3,0,0,6,9,19,11,16,14,8,0
18787,4,0,0,0,0,0,4,0,0,7,19,25,13,18,15,8,0
18815,9,3,0,0,0,0,1,0,0,1,22,17,22,8,14,8,0
18821,15,9,6,1,0,0,10,0,1,1,10,10,11,13,8,2,2
18823,12,8,0,0,0,0,3,0,0,6,10,15,10,6,5,4,2
18969,15,11,2,0,0,0,5,0,1,12,12,21,16,15,16,2,2
18981,11,4,0,0,0,0,5,0,0,7,10,8,14,7,9,7,2
18987,14,10,0,0,0,0,5,0,1,14,15,17,14,17,17,4,1
19070,17,17,0,0,0,0,4,0,1,9,13,17,9,13,14,3,4
19077,13,13,1,1,0,0,10,0,1,8,17,8,16,13,18,8,6
19078,11,10,0,0,0,0,3,0,0,5,9,13,6,10,16,5,0
19111,15,5,0,1,0,0,13,0,1,3,8,10,12,9,7,5,4
19117,15,7,3,0,0,0,8,0,0,9,11,8,14,14,6,5,2
19216,13,8,0,0,0,0,6,0,0,5,10,8,13,7,8,3,3
19252,8,15,0,0,0,0,3,0,1,9,18,15,12,7,13,4,2
19274,10,13,0,0,0,0,6,0,0,7,15,16,19,10,10,5,2
19287,10,11,0,0,0,0,6,0,0,4,12,13,4,13,12,4,0
19323,11,13,1,0,0,0,5,0,1,11,15,16,13,12,10,6,5
19360,14,4,0,0,0,0,4,0,1,8,12,13,10,16,15,5,5
19364,9,7,0,0,0,0,8,0,1,6,14,17,10,19,11,7,6
19432,10,10,1,0,0,0,7,0,0,8,13,11,16,10,8,8,1
19495,9,8,0,0,0,0,8,0,1,11,18,18,9,12,18,2,2
19532,12,18,0,0,0,0,5,0,1,8,15,14,16,9,14,8,3
19590,11,6,0,0,0,0,4,0,1,5,9,10,14,13,14,7,4
19645,12,7,0,0,0,0,3,0,1,3,5,11,6,11,9,6,2
19715,15,9,0,0,0,0,2,0,0,6,11,9,12,15,9,5,7
19736,10,6,0,0,0,0,1,0,1,3,5,7,14,4,13,5,2
19770,19,11,0,0,0,0,7,0,0,9,7,19,13,17,16,6,6
19869,14,12,5,0,0,0,10,0,0,9,18,12,15,14,15,3,1
19899,13,6,2,0,0,0,7,0,0,12,11,12,16,15,18,4,5
19932,7,14,0,0,0,0,4,0,1,10,14,15,9,5,9,4,2
19933,13,9,2,0,0,0,6,0,0,7,12,9,17,9,16,9,0
19961,14,14,4,0,0,0,9,0,1,6,6,18,18,12,7,3,1
19971,10,2,0,0,0,0,1,0,1,3,8,18,9,8,15,4,0
19980,14,14,0,0,0,0,3,0,0,7,15,11,19,11,17,4,2
19989,15,10,2,0,0,0,7,0,1,11,11,15,8,11,15,4,1
20000,9,8,0,0,0,0,6,0,0,11,8,9,10,11,16,6,3
20049,12,11,1,0,0,0,8,0,0,6,10,15,13,16,15,6,1
20177,9,5,0,0,0,0,4,0,0,8,10,15,9,14,11,7,1
20191,10,7,0,0,0,0,7,0,0,12,11,14,9,17,11,7,1
20368,7,4,0,0,0,0,1,0,1,8,11,12,10,9,10,6,6
20387,11,7,0,0,0,0,2,0,0,6,14,12,18,14,17,5,1
20489,9,7,0,0,0,0,6,0,0,5,7,10,5,11,9,2,4
20550,12,9,3,1,0,0,10,0,1,5,5,10,8,11,18,3,4
20568,14,6,1,0,0,0,5,0,1,5,7,6,6,8,12,4,5
20571,12,6,0,0,0,0,4,0,0,5,11,5,7,9,6,3,1
20580,18,9,0,0,0,0,4,0,0,10,15,18,21,11,11,5,4
20591,17,3,0,0,0,0,2,0,0,7,15,7,10,9,8,2,3
20691,10,7,0,0,0,0,9,0,0,3,12,19,20,11,12,8,4
20855,12,10,0,0,0,0,8,0,1,7,9,23,5,15,15,8,4
20922,21,12,0,0,0,0,4,0,1,15,14,10,5,14,13,2,0
20950,17,4,0,0,0,0,3,0,1,9,11,15,15,11,13,3,3
20958,7,2,0,0,0,0,2,0,1,1,8,6,9,5,5,4,2
20977,12,1,0,0,0,0,0,0,1,2,11,10,14,16,11,5,0
21019,13,6,1,0,0,0,7,0,0,16,14,21,16,17,12,7,2
21146,15,10,1,0,0,0,8,0,1,6,6,8,12,20,13,3,0
21149,16,15,3,0,0,0,9,0,0,8,13,15,18,11,10,7,1
21217,19,7,1,0,0,0,6,0,0,9,10,9,14,11,14,7,1
21234,13,13,2,0,0,0,7,0,0,10,9,12,15,12,14,5,2
21299,10,14,0,0,0,0,5,0,0,8,9,8,15,15,13,2,3
21406,9,7,0,0,0,0,6,0,0,8,17,10,10,7,21,6,3
21418,9,11,0,0,0,0,5,0,0,10,8,7,8,13,9,4,5
21498,18,11,3,0,0,0,7,0,0,7,9,13,14,6,11,5,2
21582,11,12,0,0,0,0,2,0,1,16,9,19,10,12,10,5,1
21583,15,14,3,0,0,0,10,0,0,5,8,10,9,10,11,7,0
21656,10,10,0,0,0,0,2,0,0,6,12,10,15,11,11,6,2
21670,9,6,0,0,0,0,8,0,0,9,14,13,17,19,12,4,5
21887,14,9,1,0,0,0,7,0,0,10,16,10,10,15,9,4,2
21900,11,10,0,0,0,0,2,0,0,6,11,13,8,8,14,5,3
21906,12,11,0,0,0,0,7,0,1,9,20,12,13,15,14,5,6
22009,13,8,3,0,0,0,7,0,1,6,11,10,15,18,12,5,3
22084,12,8,0,0,0,0,4,0,1,12,13,9,9,16,16,3,1
22302,13,4,0,0,0,0,2,0,0,4,14,14,14,19,10,5,0
22334,12,2,0,0,0,0,4,0,1,2,10,15,10,10,9,2,1
22519,17,11,0,0,0,0,4,0,0,8,12,6,16,11,7,6,2
22626,16,12,0,0,0,0,3,0,0,4,15,13,14,16,16,9,1
22645,10,9,0,0,0,0,3,0,0,10,3,7,8,11,10,4,2
22882,14,9,2,0,0,0,9,0,0,10,11,14,10,11,12,4,2
22910,13,14,1,0,0,0,5,0,0,7,12,9,10,15,9,4,3
22974,13,3,0,0,0,0,2,0,0,2,6,13,10,9,3,2,1
23101,9,9,0,0,0,0,3,0,0,12,14,11,10,13,13,6,4
23109,19,7,0,0,0,0,1,0,0,6,17,16,13,15,10,5,3
23213,11,4,0,0,0,0,9,0,0,6,13,11,12,11,20,4,6
23356,9,8,0,0,0,0,6,0,0,3,10,14,6,4,8,4,1
23436,15,6,1,0,0,0,5,0,1,15,13,12,9,10,15,5,12
23483,12,6,0,0,0,0,7,0,0,13,9,10,8,9,15,4,3
23511,6,4,0,0,0,0,2,0,1,6,10,15,10,8,12,6,3
23551,13,11,1,0,0,0,7,0,0,5,10,11,17,18,7,3,1
23576,10,6,0,0,0,0,3,0,0,3,13,8,12,13,9,4,2
23678,15,5,0,0,0,0,7,0,1,8,16,14,12,11,16,7,2
23779,14,11,0,0,0,0,2,0,0,1,13,9,6,14,10,3,10
23860,10,10,0,0,0,0,3,0,1,4,7,6,8,8,8,2,5
