id,main,barracks,stable,garage,watchtower,snob,smith,rally,statue,market,wood,stone,iron,farm,storage,hide,wall
8290,7,3,0,0,0,0,4,0,0,2,6,5,4,4,9,3,4
8379,6,2,0,0,0,0,1,0,0,0,5,3,5,4,8,4,0
8399,5,2,0,0,0,0,1,0,0,0,7,6,4,6,2,1,3
8458,6,2,0,0,0,0,0,0,0,2,9,4,6,5,12,2,0
8478,4,2,0,0,0,0,0,0,0,6,5,7,4,3,4,4,1
8550,11,1,0,0,0,0,1,0,0,1,1,4,4,5,3,4,0
8555,4,0,0,0,0,0,0,0,0,0,5,6,6,5,1,2,0
8559,5,0,0,0,0,0,0,0,0,0,6,4,1,2,4,2,0
8560,5,3,0,0,0,0,0,0,0,0,2,2,2,4,1,1,1
8589,4,3,0,0,0,0,0,0,0,1,5,4,3,6,6,3,0
8604,4,0,0,0,0,0,0,0,0,0,6,4,5,4,4,1,0
8614,5,4,0,0,0,0,0,0,0,4,5,7,2,5,7,3,0
8682,8,3,0,0,0,0,1,0,0,1,3,7,2,4,8,2,0
8729,5,1,0,0,0,0,0,0,0,2,8,3,6,4,4,2,3
8770,6,4,0,0,0,0,0,0,0,3,8,5,3,10,7,2,1
8801,4,1,0,0,0,0,0,0,0,3,0,0,4,4,4,1,0
8805,4,0,0,0,0,0,0,0,0,0,1,2,5,4,3,3,0
8841,9,1,0,0,0,0,2,0,0,0,6,7,12,8,4,3,0
8882,5,4,0,0,0,0,0,0,0,3,6,6,5,5,3,2,0
8899,6,2,0,0,0,0,1,0,0,3,6,2,3,6,8,3,1
9055,7,1,0,0,0,0,1,0,0,2,8,4,5,5,9,1,0
9077,5,0,0,0,0,0,0,0,0,0,4,5,5,9,6,3,0
9081,7,5,0,0,0,0,1,0,0,0,5,6,1,8,5,3,0
9127,4,1,0,0,0,0,0,0,0,1,5,2,3,6,6,3,1
9239,6,1,0,0,0,0,0,0,0,1,10,5,6,4,5,5,0
9309,5,0,0,0,0,0,0,0,0,0,7,8,3,3,7,1,0
9310,7,2,0,0,0,0,0,0,0,5,1,4,3,5,4,2,0
9311,3,1,0,0,0,0,0,0,0,0,4,5,1,3,4,1,0
9312,2,0,0,0,0,0,0,0,0,0,0,4,0,6,1,2,0
9334,9,2,0,0,0,0,0,0,0,0,1,3,9,5,8,2,0
9341,4,0,0,0,0,0,0,0,0,3,3,5,4,4,3,3,0
9344,3,0,0,0,0,0,0,0,0,0,3,3,2,3,6,1,0
9345,3,1,0,0,0,0,0,0,0,2,1,0,1,1,3,1,0
9387,17,8,2,0,0,0,6,0,0,7,21,22,23,20,21,6,11
9412,7,4,0,0,0,0,2,0,0,1,8,1,6,4,3,1,0
9421,8,3,0,0,0,0,2,0,0,7,3,4,4,8,4,5,1
9434,4,2,0,0,0,0,0,0,0,2,7,7,3,9,5,3,1
9448,11,2,0,0,0,0,2,0,0,4,7,7,3,5,4,2,0
9480,8,2,0,0,0,0,1,0,0,1,5,5,6,6,6,3,1
9490,7,2,0,0,0,0,2,0,0,1,2,6,3,6,4,2,2
9498,6,3,0,0,0,0,0,0,0,1,10,8,5,6,8,3,0
9516,4,1,0,0,0,0,0,0,0,0,3,6,3,4,3,1,1
9519,3,1,0,0,0,0,0,0,0,1,6,3,4,3,3,5,1
9520,3,4,0,0,0,0,0,0,0,0,5,4,4,3,2,1,0
9547,5,4,0,0,0,0,0,0,0,4,12,9,7,6,9,5,1
9548,5,2,0,0,0,0,1,0,0,4,10,9,8,6,7,7,3
9580,6,2,0,0,0,0,2,0,0,4,4,8,3,5,7,2,1
9588,6,1,0,0,0,0,0,0,0,0,5,8,5,7,2,2,0
9593,4,1,0,0,0,0,0,0,0,1,6,2,2,4,3,2,0
9599,3,0,0,0,0,0,0,0,0,0,8,7,10,8,4,1,0
9613,10,2,0,0,0,0,0,0,0,1,3,2,6,5,4,2,0
9654,6,3,0,0,0,0,1,0,0,1,8,3,11,2,6,2,0
9692,8,1,0,0,0,0,0,0,0,2,4,7,3,6,9,2,0
9704,3,0,0,0,0,0,0,0,0,0,3,10,6,6,8,4,0
9725,4,1,0,0,0,0,0,0,0,0,2,1,1,3,3,1,0
9728,5,0,0,0,0,0,0,0,0,0,3,0,1,1,4,3,0
9729,2,0,0,0,0,0,0,0,0,0,1,2,2,5,1,1,0
9731,4,1,0,0,0,0,0,0,0,0,5,3,5,1,3,2,0
9743,3,3,0,0,0,0,0,0,0,0,5,5,4,5,3,3,0
9745,4,1,0,0,0,0,0,0,0,0,1,1,2,2,1,2,0
9746,1,0,0,0,0,0,0,0,0,0,1,2,2,3,2,2,0
9817,5,1,0,0,0,0,0,0,0,1,8,2,5,9,3,2,1
9906,4,2,0,0,0,0,0,0,0,5,1,3,3,3,5,4,2
9920,2,0,0,0,0,0,0,0,0,0,2,3,4,4,5,2,0
9922,4,1,0,0,0,0,0,0,0,4,5,1,3,2,4,1,0
9923,3,0,0,0,0,0,0,0,0,1,3,2,4,3,4,1,0
9942,3,2,0,0,0,0,0,0,0,3,6,3,4,2,5,3,1
9944,2,0,0,0,0,0,0,0,0,0,0,3,7,2,3,1,0
9945,3,0,0,0,0,0,0,0,0,0,4,7,5,2,3,4,0
10039,6,2,0,0,0,0,1,0,0,2,9,7,8,4,8,5,0
10087,9,1,0,0,0,0,2,0,0,1,6,6,4,2,6,1,0
10090,10,8,0,0,0,0,5,0,0,2,8,5,4,3,10,1,2
10091,8,2,0,0,0,0,2,0,0,0,9,6,2,4,6,2,0
10137,7,3,0,0,0,0,3,0,0,0,2,7,6,3,6,3,0
10218,5,5,0,0,0,0,1,0,0,4,2,5,3,2,9,1,0
10223,2,0,0,0,0,0,0,0,0,0,6,2,7,6,8,4,0
10232,5,2,0,0,0,0,0,0,0,5,12,12,10,4,7,3,1
10234,5,4,0,0,0,0,1,0,0,6,11,9,9,5,6,1,0
10235,6,4,0,0,0,0,2,0,0,2,6,10,7,5,8,1,1
10364,5,4,0,0,0,0,0,0,0,5,5,7,6,3,4,6,0
10384,5,5,0,0,0,0,0,0,0,2,8,5,6,3,5,2,1
10439,4,3,0,0,0,0,0,0,0,4,5,2,6,7,8,4,1
10443,6,3,0,0,0,0,0,0,0,2,10,4,6,3,7,1,0
10453,6,3,0,0,0,0,0,0,0,2,4,1,6,5,4,1,1
10503,3,1,0,0,0,0,0,0,0,1,2,4,4,9,5,2,0
10515,10,6,1,0,0,0,7,0,0,5,8,7,4,5,5,4,8
10517,6,2,0,0,0,0,2,0,0,1,2,1,1,1,2,1,0
10518,7,2,0,0,0,0,1,0,0,1,4,1,2,3,4,2,0
10533,4,2,0,0,0,0,0,0,0,1,5,4,4,3,3,1,1
10573,2,0,0,0,0,0,0,0,0,0,5,9,8,15,4,2,0
10610,4,1,0,0,0,0,0,0,0,2,1,6,3,7,5,2,0
10611,4,0,0,0,0,0,0,0,0,0,8,9,4,7,7,3,0
10629,6,2,0,0,0,0,0,0,0,2,3,6,5,6,4,3,0
10672,1,0,0,0,0,0,0,0,0,0,4,9,2,2,5,5,0
10703,2,0,0,0,0,0,0,0,0,0,7,0,7,8,5,3,0
10727,2,0,0,0,0,0,0,0,0,0,3,3,5,4,5,1,0
10730,4,2,0,0,0,0,0,0,0,0,3,6,2,3,6,1,0
10767,5,4,0,0,0,0,0,0,0,0,4,3,1,6,6,2,0
10781,1,0,0,0,0,0,0,0,0,0,4,8,5,7,6,4,0
10833,4,2,0,0,0,0,0,0,0,2,7,2,3,8,7,1,0
10872,4,0,0,0,0,0,0,0,0,2,6,7,4,8,6,2,0
10898,5,1,0,0,0,0,0,0,0,0,6,9,9,5,10,2,0
10921,3,3,0,0,0,0,0,0,0,0,9,4,6,3,6,2,0
10932,6,2,0,0,0,0,0,0,0,3,3,3,8,6,7,3,0
10960,3,0,0,0,0,0,0,0,0,0,1,7,8,4,13,1,0
10965,1,0,0,0,0,0,0,0,0,0,7,6,9,9,6,3,0
10971,7,2,0,0,0,0,0,0,0,0,2,4,1,6,8,2,1
11109,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
11112,1,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,0
11113,3,0,0,0,0,0,0,0,0,1,1,3,0,1,3,1,0
11174,6,0,0,0,0,0,0,0,0,0,6,5,8,5,3,2,0
11179,7,1,0,0,0,0,1,0,0,2,2,3,2,7,2,4,1
11187,6,2,0,0,0,0,0,0,0,3,6,6,2,2,9,2,0
11197,5,1,0,0,0,0,1,0,0,1,3,6,5,7,5,4,0
11211,2,0,0,0,0,0,0,0,0,0,6,11,5,4,4,3,0
11224,2,0,0,0,0,0,0,0,0,0,2,0,3,2,3,1,0
11226,2,0,0,0,0,0,0,0,0,0,1,3,1,2,3,2,0
11227,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0
11230,4,0,0,0,0,0,0,0,0,1,7,7,6,6,2,7,0
11257,2,0,0,0,0,0,0,0,0,0,4,6,5,1,6,5,0
11310,1,0,0,0,0,0,0,0,0,0,3,3,11,3,8,3,0
11384,3,4,0,0,0,0,0,0,0,0,4,4,0,3,1,3,1
11388,1,0,0,0,0,0,0,0,0,0,0,1,4,5,4,1,0
11389,4,2,0,0,0,0,0,0,0,0,1,2,2,4,3,1,0
11393,1,0,0,0,0,0,0,0,0,0,1,3,2,2,8,2,0
11413,4,4,0,0,0,0,0,0,0,2,5,6,4,4,6,3,2
11414,3,2,0,0,0,0,0,0,0,0,5,4,6,5,10,5,0
11415,5,3,0,0,0,0,2,0,0,3,7,5,4,4,4,3,4
11416,5,3,0,0,0,0,0,0,0,2,4,3,2,4,5,2,0
11437,4,0,0,0,0,0,0,0,0,2,3,4,3,5,4,3,0
11457,7,3,0,0,0,0,1,0,0,0,5,8,2,8,1,2,1
11461,9,2,0,0,0,0,0,0,0,2,7,2,2,6,5,2,0
11470,4,0,0,0,0,0,0,0,0,0,4,6,3,5,7,4,0
11479,3,3,0,0,0,0,0,0,0,3,5,3,3,8,8,3,2
11502,5,0,0,0,0,0,0,0,0,1,9,1,11,7,3,4,0
11530,4,1,0,0,0,0,0,0,0,1,3,5,1,2,2,1,0
11532,3,0,0,0,0,0,0,0,0,2,1,3,5,5,2,2,0
11533,6,1,0,0,0,0,0,0,0,0,4,3,2,4,2,2,0
11574,6,2,0,0,0,0,0,0,0,3,3,4,5,4,3,1,0
11612,3,1,0,0,0,0,0,0,0,2,0,1,3,1,2,1,2
11614,2,0,0,0,0,0,0,0,0,0,2,3,2,2,1,1,0
11615,3,0,0,0,0,0,0,0,0,0,2,3,0,1,2,1,0
11625,9,2,0,0,0,0,2,0,0,1,5,6,7,4,5,3,0
11642,3,0,0,0,0,0,0,0,0,0,3,1,2,3,4,5,0
11643,5,3,0,0,0,0,0,0,0,4,10,0,6,9,7,1,1
11644,2,0,0,0,0,0,0,0,0,0,5,4,2,6,4,2,0
11645,5,2,0,0,0,0,0,0,0,0,5,1,3,2,10,2,0
11684,2,0,0,0,0,0,0,0,0,0,7,9,5,5,10,6,0
11698,8,1,0,0,0,0,0,0,0,4,7,8,4,3,5,2,0
11712,4,1,0,0,0,0,0,0,0,0,2,5,3,10,5,4,0
11715,9,6,0,0,0,0,1,0,0,4,7,5,5,4,8,4,0
11716,3,3,0,0,0,0,0,0,0,0,7,5,5,4,2,3,0
11718,6,0,0,0,0,0,0,0,0,0,4,9,4,6,5,5,0
11719,1,0,0,0,0,0,0,0,0,0,6,4,3,1,6,2,0
11720,2,0,0,0,0,0,0,0,0,0,7,7,6,5,6,2,0
11721,2,0,0,0,0,0,0,0,0,0,8,1,2,7,4,1,0
11724,7,1,0,0,0,0,0,0,0,1,6,3,2,3,5,2,0
11725,4,1,0,0,0,0,0,0,0,0,1,2,2,5,7,1,0
11737,4,2,0,0,0,0,0,0,0,3,4,3,4,3,6,3,2
11755,5,2,0,0,0,0,0,0,0,1,6,3,7,8,6,4,1
11765,3,0,0,0,0,0,0,0,0,2,2,4,2,4,9,2,0
11794,3,0,0,0,0,0,0,0,0,2,8,1,6,4,8,2,0
11806,4,1,0,0,0,0,0,0,0,1,2,3,3,4,7,2,0
11809,3,1,0,0,0,0,0,0,0,0,0,0,1,4,2,2,0
11810,2,0,0,0,0,0,0,0,0,0,3,6,1,4,4,3,0
11842,2,0,0,0,0,0,0,0,0,0,1,6,4,7,9,2,0
11846,5,5,0,0,0,0,0,0,0,2,9,5,6,8,7,2,0
11851,5,3,0,0,0,0,1,0,0,3,6,5,4,7,2,2,0
11852,6,2,0,0,0,0,0,0,0,1,1,9,4,1,6,2,1
11875,7,1,0,0,0,0,0,0,0,1,3,4,4,4,2,1,0
11878,4,1,0,0,0,0,0,0,0,0,7,3,5,2,5,1,0
11879,3,0,0,0,0,0,0,0,0,0,4,3,6,5,5,1,0
11923,1,0,0,0,0,0,0,0,0,0,3,5,7,8,3,2,0
11965,4,0,0,0,0,0,0,0,0,0,3,3,2,2,3,2,0
11967,3,0,0,0,0,0,0,0,0,0,4,4,1,1,3,1,0
11968,3,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,0
11970,6,1,0,0,0,0,0,0,0,1,2,2,3,6,9,2,0
12069,3,0,0,0,0,0,1,0,0,2,6,7,4,8,6,2,0
12088,5,3,0,0,0,0,2,0,0,4,4,2,7,5,6,5,2
12109,4,0,0,0,0,0,0,0,0,2,6,4,8,4,8,2,0
12132,8,0,0,0,0,0,0,0,0,4,7,4,6,4,6,4,0
12142,5,1,0,0,0,0,0,0,0,1,9,9,8,3,4,2,0
12161,7,3,0,0,0,0,0,0,0,4,5,2,5,5,4,3,0
12259,3,4,0,0,0,0,0,0,0,0,7,8,3,2,1,2,1
12267,5,1,0,0,0,0,0,0,0,0,5,8,4,5,4,4,0
12276,1,0,0,0,0,0,0,0,0,0,7,5,5,1,7,3,0
12279,3,0,0,0,0,0,0,0,0,1,5,5,6,1,8,1,0
12280,2,0,0,0,0,0,0,0,0,0,7,8,7,4,6,1,0
12312,3,0,0,0,0,0,0,0,0,0,4,6,8,6,4,4,0
12322,3,0,0,0,0,0,0,0,0,0,8,5,2,4,6,3,0
12331,5,0,0,0,0,0,0,0,0,1,5,7,3,4,11,3,0
12339,3,0,0,0,0,0,0,0,0,1,7,4,12,8,4,4,0
12344,3,2,0,0,0,0,0,0,0,3,6,2,8,7,6,3,1
12357,5,2,0,0,0,0,0,0,0,0,6,8,3,7,5,3,0
12368,4,0,0,0,0,0,0,0,0,0,4,7,4,4,7,3,0
12425,6,2,0,0,0,0,2,0,0,1,3,4,2,2,5,1,2
12427,6,3,0,0,0,0,1,0,0,0,4,3,3,1,5,1,1
12428,5,3,0,0,0,0,1,0,0,0,4,4,2,1,4,2,0
12453,5,2,0,0,0,0,1,0,0,3,8,5,0,4,6,4,1
12481,4,1,0,0,0,0,0,0,0,0,3,10,5,5,4,5,0
12489,5,1,0,0,0,0,0,0,0,0,4,6,2,3,7,2,0
12498,8,5,0,0,0,0,0,0,0,1,7,3,4,3,4,2,0
12609,4,3,0,0,0,0,0,0,0,0,4,4,5,3,1,1,1
12611,7,6,0,0,0,0,0,0,0,1,1,3,3,6,9,2,1
12614,3,1,0,0,0,0,0,0,0,1,1,2,2,4,4,2,0
12615,2,0,0,0,0,0,0,0,0,0,4,3,2,4,3,2,0
12616,4,1,0,0,0,0,0,0,0,2,3,0,2,2,2,1,0
12618,1,0,0,0,0,0,0,0,0,0,3,3,3,4,2,3,0
12619,2,0,0,0,0,0,0,0,0,0,1,2,3,4,3,1,0
12656,7,1,0,0,0,0,2,0,0,3,15,14,9,11,10,1,1
12658,9,5,6,0,0,0,5,0,0,2,12,12,6,5,6,1,0
12659,5,6,0,0,0,0,1,0,0,3,14,14,8,7,10,1,1
12723,2,0,0,0,0,0,0,0,0,0,1,3,0,1,5,3,0
12726,2,0,0,0,0,0,0,0,0,0,3,5,1,7,1,1,0
12727,2,0,0,0,0,0,0,0,0,0,3,4,1,3,4,2,0
12729,6,4,0,0,0,0,1,0,0,3,2,3,7,5,7,4,1
12784,4,0,0,0,0,0,0,0,0,1,5,4,9,8,5,2,0
12786,10,5,4,0,0,0,8,0,0,11,17,17,16,11,15,1,1
12819,3,5,0,0,0,0,0,0,0,5,4,3,7,4,4,1,0
12842,6,5,0,0,0,0,2,0,0,0,5,6,5,4,2,3,1
12861,5,5,0,0,0,0,0,0,0,2,4,7,5,5,8,1,1
12898,4,2,0,0,0,0,0,0,0,3,3,5,4,4,5,1,0
12928,2,0,0,0,0,0,0,0,0,1,6,4,9,5,9,5,0
12954,6,2,0,0,0,0,0,0,0,3,1,3,6,3,6,2,0
12975,3,1,0,0,0,0,0,0,0,0,6,2,10,7,3,5,1
12979,3,1,0,0,0,0,0,0,0,0,4,3,5,5,6,1,1
13057,6,4,0,0,0,0,0,0,0,3,2,2,1,5,4,5,1
13062,4,2,0,0,0,0,0,0,0,3,5,8,3,4,5,3,0
13113,4,1,0,0,0,0,0,0,0,0,6,8,3,3,2,2,0
13115,5,1,0,0,0,0,0,0,0,0,4,6,4,1,3,3,0
13116,4,1,0,0,0,0,0,0,0,3,4,7,3,3,2,1,0
13123,3,1,0,0,0,0,0,0,0,1,2,1,4,2,2,2,0
13126,3,0,0,0,0,0,0,0,0,0,6,0,2,2,1,1,0
13127,3,0,0,0,0,0,0,0,0,1,3,2,1,3,4,2,0
13129,7,1,0,0,0,0,0,0,0,1,1,2,5,5,7,1,0
13142,6,5,0,0,0,0,3,0,0,1,4,2,8,4,7,2,1
13170,1,0,0,0,0,0,0,0,0,0,4,4,6,3,5,1,0
13194,4,0,0,0,0,0,0,0,0,1,8,4,3,8,4,2,0
13238,4,3,0,0,0,0,0,0,0,1,5,3,3,5,5,5,1
13260,3,1,0,0,0,0,0,0,0,0,5,5,4,11,1,4,0
13296,3,0,0,0,0,0,0,0,0,0,8,4,8,6,2,3,0
13300,7,0,0,0,0,0,0,0,0,1,7,5,10,6,6,2,0
13314,8,5,0,0,0,0,3,0,0,2,4,5,9,6,3,5,0
13316,2,0,0,0,0,0,0,0,0,0,6,4,6,7,5,4,0
13330,2,0,0,0,0,0,0,0,0,0,7,7,4,4,7,4,0
13334,3,0,0,0,0,0,0,0,0,2,2,3,9,2,6,1,0
13340,5,0,0,0,0,0,0,0,0,2,6,8,7,6,4,3,0
13364,1,0,0,0,0,0,0,0,0,0,12,8,5,6,3,2,0
13377,1,0,0,0,0,0,0,0,0,0,3,8,1,7,6,2,0
13452,3,1,0,0,0,0,0,0,0,3,5,4,6,6,5,2,0
13460,2,0,0,0,0,0,0,0,0,0,2,1,4,3,7,2,0
13462,3,0,0,0,0,0,0,0,0,1,2,2,1,1,6,3,0
13463,4,0,0,0,0,0,0,0,0,0,3,1,3,2,2,2,0
13464,8,5,0,0,0,0,4,0,0,1,10,9,6,6,11,4,0
13466,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
13467,1,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,0
13486,20,25,0,0,0,1,20,0,0,10,30,30,30,30,30,3,0
13493,5,3,0,0,0,0,1,0,0,3,13,12,11,9,13,1,3
13494,5,5,0,0,0,0,2,0,0,1,12,12,11,11,14,1,0
13527,4,2,0,0,0,0,0,0,0,1,3,3,3,6,4,3,0
13608,2,0,0,0,0,0,0,0,0,0,2,5,7,8,6,4,0
13616,3,0,0,0,0,0,0,0,0,0,5,4,6,6,8,1,0
13645,2,0,0,0,0,0,0,0,0,0,9,2,8,8,5,2,0
13689,4,1,0,0,0,0,0,0,0,0,4,4,6,6,7,3,0
13703,3,0,0,0,0,0,0,0,0,0,6,7,2,9,7,2,0
13728,2,0,0,0,0,0,0,0,0,0,5,5,8,10,6,4,0
13751,3,0,0,0,0,0,0,0,0,1,2,4,5,4,5,2,0
13834,11,4,0,0,0,0,1,0,0,5,6,7,5,3,7,1,2
13836,2,0,0,0,0,0,0,0,0,0,2,4,3,2,1,1,0
13930,10,9,3,0,0,0,5,0,0,15,18,18,15,17,19,2,0
13934,11,5,3,0,0,0,5,0,0,14,19,17,14,17,20,1,0
13945,9,4,0,0,0,0,3,0,0,2,1,3,6,6,5,2,0
13976,5,0,0,0,0,0,0,0,0,1,5,4,8,4,7,4,0
14033,1,0,0,0,0,0,0,0,0,1,3,4,7,3,8,3,0
14061,6,1,0,0,0,0,0,0,0,0,2,6,8,4,3,3,0
14067,5,1,0,0,0,0,0,0,0,0,4,7,3,3,7,3,0
14083,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0
14086,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
14087,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
14163,2,5,0,0,0,0,0,0,0,1,5,6,2,5,3,3,1
14191,5,5,0,0,0,0,1,0,0,2,5,2,2,4,4,3,1
14216,4,2,0,0,0,0,0,0,0,4,0,6,5,2,7,1,1
14227,3,0,0,0,0,0,0,0,0,0,4,5,3,8,8,5,0
14232,3,0,0,0,0,0,0,0,0,0,0,7,3,2,4,1,0
14235,1,0,0,0,0,0,0,0,0,0,2,4,2,1,5,2,0
14236,2,0,0,0,0,0,0,0,0,0,1,6,2,5,3,1,0
14266,6,1,0,0,0,0,3,0,0,1,3,3,3,3,9,2,0
14360,3,2,0,0,0,0,0,0,0,0,6,7,4,6,8,1,0
14382,7,1,0,0,0,0,0,0,0,0,8,11,3,4,3,1,0
14385,3,4,0,0,0,0,0,0,0,5,7,5,2,4,3,1,0
14388,4,3,0,0,0,0,0,0,0,0,3,0,0,5,1,1,0
14389,2,0,0,0,0,0,0,0,0,0,3,2,2,4,5,2,0
14391,7,3,0,0,0,0,3,0,0,3,6,8,5,6,4,1,1
14405,6,0,0,0,0,0,0,0,0,1,6,9,11,7,7,3,0
14417,4,4,0,0,0,0,0,0,0,2,3,4,6,8,3,4,1
14422,3,0,0,0,0,0,0,0,0,2,5,13,7,6,8,1,0
14431,3,0,0,0,0,0,0,0,0,0,9,5,5,6,4,2,0
14449,4,1,0,0,0,0,0,0,0,1,3,3,5,5,4,1,0
14549,2,0,0,0,0,0,0,0,0,0,4,4,6,3,2,2,0
14678,6,1,0,0,0,0,2,0,0,0,6,9,4,3,2,2,1
14751,6,1,0,0,0,0,1,0,0,1,7,4,3,2,2,2,1
14753,5,3,0,0,0,0,0,0,0,0,1,0,2,4,2,2,0
14754,3,0,0,0,0,0,0,0,0,0,11,5,1,1,3,1,0
14837,5,3,0,0,0,0,1,0,0,3,3,4,5,6,6,2,0
14883,2,0,0,0,0,0,0,0,0,0,5,8,6,12,4,4,0
14907,2,0,0,0,0,0,0,0,0,0,4,4,3,2,2,1,0
14911,3,0,0,0,0,0,0,0,0,1,2,3,1,6,3,1,0
14923,5,4,0,0,0,0,1,0,0,1,5,3,8,7,6,5,0
14993,3,0,0,0,0,0,0,0,0,0,4,4,2,3,3,3,0
14998,5,2,0,0,0,0,1,0,0,2,5,3,5,4,8,5,2
15018,2,0,0,0,0,0,0,0,0,0,3,2,1,1,2,2,0
15021,3,2,0,0,0,0,0,0,0,0,2,4,0,4,1,1,1
15022,3,0,0,0,0,0,0,0,0,1,1,5,0,1,4,1,0
15049,4,1,0,0,0,0,0,0,0,0,3,8,6,8,4,5,1
15061,2,0,0,0,0,0,0,0,0,0,4,4,5,8,11,8,0
15152,1,5,1,0,0,0,5,0,0,3,20,20,18,5,16,3,0
15153,7,5,1,0,0,0,5,0,0,3,20,20,18,1,17,2,0
15168,5,1,0,0,0,0,0,0,0,0,9,10,4,8,5,3,0
15178,7,1,0,0,0,0,1,0,0,2,4,3,5,4,3,3,2
15182,10,2,0,0,0,0,1,0,0,3,3,1,3,6,2,3,0
15190,4,2,0,0,0,0,0,0,0,6,3,2,3,5,4,2,2
15210,2,1,0,0,0,0,0,0,0,1,6,3,9,6,6,4,1
15303,5,2,0,0,0,0,2,0,0,3,6,6,7,6,6,2,0
15339,4,1,0,0,0,0,0,0,0,0,5,2,8,3,7,6,1
15442,2,0,0,0,0,0,0,0,0,0,3,1,3,4,5,4,0
15444,2,0,0,0,0,0,0,0,0,0,1,3,1,5,3,3,0
15445,2,0,0,0,0,0,0,0,0,0,2,2,1,4,1,2,0
15480,4,3,0,0,0,0,0,0,0,0,4,6,4,6,6,2,1
15505,6,6,0,0,0,0,1,0,0,3,6,3,1,8,7,2,0
15514,4,1,0,0,0,0,0,0,0,4,3,3,6,2,4,4,2
15516,5,2,0,0,0,0,0,0,0,0,7,3,3,5,3,1,0
15517,4,4,0,0,0,0,0,0,0,3,8,2,5,3,4,1,0
15520,1,0,0,0,0,0,0,0,0,0,9,1,6,11,7,2,0
15524,4,1,0,0,0,0,0,0,0,2,11,6,6,3,6,3,1
15529,6,2,0,0,0,0,0,0,0,8,7,2,7,4,7,4,1
15535,2,0,0,0,0,0,0,0,0,0,6,5,2,9,4,5,0
15563,2,0,0,0,0,0,0,0,0,2,3,4,7,4,5,5,0
15655,5,4,0,0,0,0,0,0,0,17,18,19,15,8,18,5,1
15657,6,2,0,0,0,0,0,0,0,15,14,16,13,6,16,2,0
15658,4,3,0,0,0,0,0,0,0,14,12,14,13,3,18,3,1
15679,7,1,0,0,0,0,4,0,0,4,2,4,6,1,4,3,0
15696,5,0,0,0,0,0,0,0,0,0,3,2,3,3,3,1,0
15699,5,0,0,0,0,0,0,0,0,0,1,2,1,4,4,4,0
15700,4,0,0,0,0,0,0,0,0,0,3,3,0,1,6,2,0
15702,4,0,0,0,0,0,0,0,0,0,3,7,3,5,6,2,0
15720,2,0,0,0,0,0,0,0,0,0,0,4,1,5,2,1,0
